song,artist,song_clean,artist_clean
Don't Treat Me Bad,Firehouse,Don't Treat Me Bad,Firehouse
Love Is A Wonderful Thing,Michael Bolton,Love Is A Wonderful Thing,Michael Bolton
Can I Call You My Girl,PC Quest,Can I Call You My Girl,PC Quest
Break Up To Make Up,Cynthia,Break Up To Make Up,Cynthia
Shake It (Like A White Girl),Jesse Jaymes,Shake It,Jesse Jaymes
Exclusivity,Damian Dame,Exclusivity,Damian Dame
"Gotta Have You (From ""Jungle Fever"")",Stevie Wonder,Gotta Have You,Stevie Wonder
Blind Faith,Warrant,Blind Faith,Warrant
Higher Than Hope,Daryl Braithwaite,Higher Than Hope,Daryl Braithwaite
"Part Of Me, Part Of You",Glenn Frey,"Part Of Me, Part Of You",Glenn Frey
Pump It (Nice An' Hard),Icy Blu,Pump It,Icy Blu
Strike It Up,Black Box,Strike It Up,Black Box
Forever Amo'r,D'zyre,Forever Amo'r,D'zyre
Borrowed Love,Bingo Boys,Borrowed Love,Bingo Boys
Ooh La La,David Hallyday,Ooh La La,David Hallyday
What A Price To Pay,Michael Damian,What A Price To Pay,Michael Damian
Life Goes On,Poison,Life Goes On,Poison
I Like The Way (The Kissing Game),Hi-Five,I Like The Way,Hi-Five
Mama Said Knock You Out,LL Cool J,Mama Said Knock You Out,LL Cool J
Monster,Fred Schneider,Monster,Fred Schneider
Perfect World,Alias,Perfect World,Alias
Someone,The Rembrandts,Someone,The Rembrandts
Does Anybody Really Fall In Love Anymore?,Kane Roberts,Does Anybody Really Fall In Love Anymore?,Kane Roberts
See The Lights,Simple Minds,See The Lights,Simple Minds
Couple Days Off,Huey Lewis & The News,Couple Days Off,Huey Lewis
Love At First Sight,Styx,Love At First Sight,Styx
Move Right Out,Rick Astley,Move Right Out,Rick Astley
Here We Go,C+C Music Factory/F. Williams,Here We Go,C+C Music Factory/F. Williams
Touch Me (All Night Long),Cathy Dennis,Touch Me,Cathy Dennis
Kisses In The Night,Brandon,Kisses In The Night,Brandon
Going Through The Motions,Aftershock,Going Through The Motions,Aftershock
Silent Lucidity,Queensryche,Silent Lucidity,Queensryche
Baby Baby,Amy Grant,Baby Baby,Amy Grant
We Want The Funk,Gerardo,We Want The Funk,Gerardo
Summer Vacation,The Party,Summer Vacation,The Party
Rhythm Of My Heart,Rod Stewart,Rhythm Of My Heart,Rod Stewart
Miracle,Whitney Houston,Miracle,Whitney Houston
What Comes Naturally,Sheena Easton,What Comes Naturally,Sheena Easton
Joyride,Roxette,Joyride,Roxette
Love Gets Rough,Troy Newman,Love Gets Rough,Troy Newman
I Touch Myself,Divinyls,I Touch Myself,Divinyls
Written All Over Your Face,The Rude Boys,Written All Over Your Face,The Rude Boys
Where The Streets Have No Name,Pet Shop Boys,Where The Streets Have No Name,Pet Shop Boys
Voices That Care,Voices That Care,Voices That Care,Voices That Care
This Time Make It Funky,Tracie Spencer,This Time Make It Funky,Tracie Spencer
More Than Ever,Nelson,More Than Ever,Nelson
It's A Shame (My Sister),Monie Love Featuring True Image,It's A Shame,Monie Love
Cry For Help,Rick Astley,Cry For Help,Rick Astley
You Don't Have To Go Home Tonight,The Triplets,You Don't Have To Go Home Tonight,The Triplets
She Talks To Angels,The Black Crowes,She Talks To Angels,The Black Crowes
Lift Me Up,Yes,Lift Me Up,Yes
Dream Lover,The Rebel Pebbles,Dream Lover,The Rebel Pebbles
(If There Was) Any Other Way,Celine Dion, Any Other Way,Celine Dion
Whatever You Want,Tony Toni Tone,Whatever You Want,Tony Toni Tone
Come Again,Damn Yankees,Come Again,Damn Yankees
Round And Round,Tevin Campbell,Round And Round,Tevin Campbell
Save Some Love,Keedy,Save Some Love,Keedy
My Heart Is Failing Me,Riff,My Heart Is Failing Me,Riff
People Are Still Having Sex,LaTour,People Are Still Having Sex,LaTour
I Don't Want To Lose Your Love,B Angie B,I Don't Want To Lose Your Love,B Angie B
I've Been Thinking About You,Londonbeat,I've Been Thinking About You,Londonbeat
You're In Love,Wilson Phillips,You're In Love,Wilson Phillips
Over And Over,Timmy T.,Over And Over,Timmy T.
Hold You Tight,Tara Kemp,Hold You Tight,Tara Kemp
"Just The Way It Is, Baby",The Rembrandts,"Just The Way It Is, Baby",The Rembrandts
Iesha,Another Bad Creation,Iesha,Another Bad Creation
"New Jack Hustler (Nino's Theme) (From ""New Jack City"")",Ice-T,New Jack Hustler,Ice-T
Feel The Groove,Cartouche,Feel The Groove,Cartouche
Together Forever,Lisette Melendez,Together Forever,Lisette Melendez
Crazy,Daisy Dee,Crazy,Daisy Dee
Mercy Mercy Me (The Ecology)/I Want You,Robert Palmer,Mercy Mercy Me/I Want You,Robert Palmer
How Much Is Enough,The Fixx,How Much Is Enough,The Fixx
One More Try,Timmy T.,One More Try,Timmy T.
Something In My Heart,Michel'le,Something In My Heart,Michel'le
Sadeness Part 1,Enigma,Sadeness Part 1,Enigma
Bitter Tears,INXS,Bitter Tears,INXS
Signs,Tesla,Signs,Tesla
Coming Out Of The Dark,Gloria Estefan,Coming Out Of The Dark,Gloria Estefan
Rico Suave,Gerardo,Rico Suave,Gerardo
Let's Chill,Guy,Let's Chill,Guy
"I'm Dreamin' (From ""New Jack City"")",Christopher Williams,I'm Dreamin',Christopher Williams
Seal Our Fate,Gloria Estefan,Seal Our Fate,Gloria Estefan
Someday,Mariah Carey,Someday,Mariah Carey
This House,Tracie Spencer,This House,Tracie Spencer
Treat 'Em Right,Chubb Rock,Treat 'Em Right,Chubb Rock
Uncle Tom's Cabin,Warrant,Uncle Tom's Cabin,Warrant
Heartbreak Station,Cinderella,Heartbreak Station,Cinderella
Another Like My Lover,Jasmine Guy,Another Like My Lover,Jasmine Guy
Backyard,Pebbles (With Salt-N-Pepa),Backyard,Pebbles (With Salt-N-Pepa)
All The Man That I Need,Whitney Houston,All The Man That I Need,Whitney Houston
Step On,Happy Mondays,Step On,Happy Mondays
Where Does My Heart Beat Now,Celine Dion,Where Does My Heart Beat Now,Celine Dion
Good Heart,Starship,Good Heart,Starship
That's Why,The Party,That's Why,The Party
How To Dance,Bingo Boys Featuring Princessa,How To Dance,Bingo Boys
Get Here,Oleta Adams,Get Here,Oleta Adams
Wicked Game,Chris Isaak,Wicked Game,Chris Isaak
Show Me The Way,Styx,Show Me The Way,Styx
I'll Be By Your Side,Stevie B,I'll Be By Your Side,Stevie B
Waiting For Love,Alias,Waiting For Love,Alias
Love Me Forever Or Love Me Not,Trilogy,Love Me Forever Or Love Me Not,Trilogy
Word Of Mouth,Mike + The Mechanics,Word Of Mouth,Mike + The Mechanics
Stone Cold Gentleman,Ralph Tresvant,Stone Cold Gentleman,Ralph Tresvant
Around The Way Girl,LL Cool J,Around The Way Girl,LL Cool J
I'll Do 4 U,Father M.C.,I'll Do 4 U,Father M.C.
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,Gonna Make You Sweat,C+C Music Factory
One In A Million,Trixter,One In A Million,Trixter
Nightgown,Candyman,Nightgown,Candyman
All True Man,Alexander O'Neal,All True Man,Alexander O'Neal
Temple Of Love,Harriet,Temple Of Love,Harriet
Call It Poison,The Escape Club,Call It Poison,The Escape Club
Call It Rock N' Roll,Great White,Call It Rock N' Roll,Great White
All This Time,Sting,All This Time,Sting
Baby's Coming Back,Jellyfish,Baby's Coming Back,Jellyfish
Easy Come Easy Go,Winger,Easy Come Easy Go,Winger
Rescue Me,Madonna,Rescue Me,Madonna
Ride The Wind,Poison,Ride The Wind,Poison
Highwire,The Rolling Stones,Highwire,The Rolling Stones
If You Needed Somebody,Bad Company,If You Needed Somebody,Bad Company
Funk Boutique,The Cover Girls,Funk Boutique,The Cover Girls
"Deep, Deep Trouble",The Simpsons Featuring Bart & Homer,"Deep, Deep Trouble",The Simpsons
The First Time,Surface,The First Time,Surface
I'll Give All My Love To You,Keith Sweat,I'll Give All My Love To You,Keith Sweat
My Side Of The Bed,Susanna Hoffs,My Side Of The Bed,Susanna Hoffs
Deeper Shade Of Soul,Urban Dance Squad,Deeper Shade Of Soul,Urban Dance Squad
Wrap My Body Tight,Johnny Gill,Wrap My Body Tight,Johnny Gill
Love Will Never Do (Without You),Janet Jackson,Love Will Never Do,Janet Jackson
I Love You,Vanilla Ice,I Love You,Vanilla Ice
Chasin' The Wind,Chicago,Chasin' The Wind,Chicago
High Enough,Damn Yankees,High Enough,Damn Yankees
Love Makes Things Happen,Pebbles,Love Makes Things Happen,Pebbles
I Saw Red,Warrant,I Saw Red,Warrant
Disappear,INXS,Disappear,INXS
Sure Lookin',Donny Osmond,Sure Lookin',Donny Osmond
Here Comes The Hammer,M.C. Hammer,Here Comes The Hammer,M.C. Hammer
Made Up My Mind,SaFire,Made Up My Mind,SaFire
Mother's Pride,George Michael,Mother's Pride,George Michael
In Your Arms,Little Caesar,In Your Arms,Little Caesar
After The Rain,Nelson,After The Rain,Nelson
Another Sleepless Night,Shawn Christopher,Another Sleepless Night,Shawn Christopher
It Never Rains (In Southern California),Tony Toni Tone,It Never Rains,Tony Toni Tone
Oooh This I Need,Elisa Fiorillo,Oooh This I Need,Elisa Fiorillo
From A Distance,Bette Midler,From A Distance,Bette Midler
Give Peace A Chance,The Peace Choir,Give Peace A Chance,The Peace Choir
Play That Funky Music,Vanilla Ice,Play That Funky Music,Vanilla Ice
Unchained Melody,The Righteous Brothers,Unchained Melody,The Righteous Brothers
Waiting For That Day,George Michael,Waiting For That Day,George Michael
Heat Of The Moment,After 7,Heat Of The Moment,After 7
Moneytalks,AC/DC,Moneytalks,AC/DC
Just Another Dream,Cathy Dennis,Just Another Dream,Cathy Dennis
Secret,Heart,Secret,Heart
I've Been Waiting For You,Guys Next Door,I've Been Waiting For You,Guys Next Door
Spend My Life,Slaughter,Spend My Life,Slaughter
I'm Not In Love,Will To Power,I'm Not In Love,Will To Power
No Matter What,George LaMond (Duet With Brenda K. Starr),No Matter What,George LaMond (Duet
Sensitivity,Ralph Tresvant,Sensitivity,Ralph Tresvant
Don't Hold Back Your Love,Daryl Hall John Oates,Don't Hold Back Your Love,Daryl Hall John Oates
This Is Ponderous,2nu,This Is Ponderous,2nu
Night And Day,Bette Midler,Night And Day,Bette Midler
Power Of Love,Deee-Lite,Power Of Love,Deee-Lite
When Will I See You Smile Again?,Bell Biv DeVoe,When Will I See You Smile Again?,Bell Biv DeVoe
Love Takes Time,Mariah Carey,Love Takes Time,Mariah Carey
The Shoop Shoop Song (It's In His Kiss),Cher,The Shoop Shoop Song,Cher
I Don't Know Anybody Else,Black Box,I Don't Know Anybody Else,Black Box
Because I Love You (The Postman Song),Stevie B,Because I Love You,Stevie B
House Full Of Reasons,Jude Cole,House Full Of Reasons,Jude Cole
Miles Away,Winger,Miles Away,Winger
Give It Up,ZZ Top,Give It Up,ZZ Top
What's It Gonna Be,Jellybean Featuring Niki Haris,What's It Gonna Be,Jellybean
The Way You Do The Things You Do,UB40,The Way You Do The Things You Do,UB40
Justify My Love,Madonna,Justify My Love,Madonna
Shelter Me,Cinderella,Shelter Me,Cinderella
Candy,Iggy Pop With Kate Pierson,Candy,Iggy Pop
Wiggle It,2 In A Room,Wiggle It,2 In A Room
For You,The Outfield,For You,The Outfield
Who Said I Would,Phil Collins,Who Said I Would,Phil Collins
Remember My Name,House Of Lords,Remember My Name,House Of Lords
Still Got The Blues,Gary Moore,Still Got The Blues,Gary Moore
How Can You Expect To Be Taken Seriously?,Pet Shop Boys,How Can You Expect To Be Taken Seriously?,Pet Shop Boys
New York Minute,Don Henley,New York Minute,Don Henley
Impulsive,Wilson Phillips,Impulsive,Wilson Phillips
I'm Your Baby Tonight,Whitney Houston,I'm Your Baby Tonight,Whitney Houston
Something To Believe In,Poison,Something To Believe In,Poison
Melt In Your Mouth,Candyman,Melt In Your Mouth,Candyman
Jealousy,The Adventures Of Stevie V,Jealousy,The Adventures Of Stevie V
Tom's Diner,DNA Featuring Suzanne Vega,Tom's Diner,DNA
Just A Little Bit Longer,Maxi Priest,Just A Little Bit Longer,Maxi Priest
I Wanna Get With U,Guy,I Wanna Get With U,Guy
Stranded,Heart,Stranded,Heart
The Ghetto,Too $hort,The Ghetto,Too $hort
You Gotta Love Someone,Elton John,You Gotta Love Someone,Elton John
Feels Good,Tony Toni Tone,Feels Good,Tony Toni Tone
Groove Is In The Heart,Deee-Lite,Groove Is In The Heart,Deee-Lite
Does She Love That Man?,Breathe Featuring David Glasper,Does She Love That Man?,Breathe
"Miracle (From ""Young Guns II"")",Jon Bon Jovi,Miracle,Jon Bon Jovi
More Than Words Can Say,Alias,More Than Words Can Say,Alias
Freedom,George Michael,Freedom,George Michael
Gentle,Dino,Gentle,Dino
One And Only Man,Steve Winwood,One And Only Man,Steve Winwood
You're Amazing,Robert Palmer,You're Amazing,Robert Palmer
Anything Is Possible,Debbie Gibson,Anything Is Possible,Debbie Gibson
So Close,Daryl Hall John Oates,So Close,Daryl Hall John Oates
Fairweather Friend,Johnny Gill,Fairweather Friend,Johnny Gill
Hang In Long Enough,Phil Collins,Hang In Long Enough,Phil Collins
On The Way Up,Elisa Fiorillo,On The Way Up,Elisa Fiorillo
Knockin' Boots,Candyman,Knockin' Boots,Candyman
Close To Me,The Cure,Close To Me,The Cure
Go For It! (Heart And Fire),Joey B. Ellis & Tynetta Hare,Go For It!,Joey B. Ellis
Ice Ice Baby,Vanilla Ice,Ice Ice Baby,Vanilla Ice
Use It Up And Wear It Out,Pat & Mick,Use It Up And Wear It Out,Pat
World In My Eyes,Depeche Mode,World In My Eyes,Depeche Mode
Give It To Me Good,Trixter,Give It To Me Good,Trixter
Pray,M.C. Hammer,Pray,M.C. Hammer
I Don't Have The Heart,James Ingram,I Don't Have The Heart,James Ingram
My Love Is A Fire,Donny Osmond,My Love Is A Fire,Donny Osmond
Close To You,Maxi Priest,Close To You,Maxi Priest
B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,B.B.D.?,Bell Biv DeVoe
Think,Information Society,Think,Information Society
Hippychick,Soho,Hippychick,Soho
Can't Stop,After 7,Can't Stop,After 7
Cherry Pie,Warrant,Cherry Pie,Warrant
Crash (Have Some Fun),TKA Featuring Michelle Visage,Crash,TKA
Giving You The Benefit,Pebbles,Giving You The Benefit,Pebbles
The Swalk,Notorious,The Swalk,Notorious
The Obvious Child,Paul Simon,The Obvious Child,Paul Simon
Missunderstanding,Al B. Sure!,Missunderstanding,Al B. Sure!
I Found Love,The Party,I Found Love,The Party
Lyin' To Myself,David Cassidy,Lyin' To Myself,David Cassidy
And So It Goes,Billy Joel,And So It Goes,Billy Joel
Joey,Concrete Blonde,Joey,Concrete Blonde
(Can't Live Without Your) Love And Affection,Nelson, Love And Affection,Nelson
Wherever Would I Be,Cheap Trick,Wherever Would I Be,Cheap Trick
Black Cat,Janet Jackson,Black Cat,Janet Jackson
Love Me Just For Me,Special Generation,Love Me Just For Me,Special Generation
Something Happened On The Way To Heaven,Phil Collins,Something Happened On The Way To Heaven,Phil Collins
Fly To the Angels,Slaughter,Fly To the Angels,Slaughter
I'm Free,The Soup Dragons,I'm Free,The Soup Dragons
Tic-Tac-Toe,Kyper,Tic-Tac-Toe,Kyper
Oh Girl,Paul Young,Oh Girl,Paul Young
Tick Tock,Vaughan Brothers,Tick Tock,Vaughan Brothers
Love Is A Killer,Vixen,Love Is A Killer,Vixen
Dream Boy/Dream Girl,Cynthia & Johnny O,Dream Boy/Dream Girl,Cynthia
So Hard,Pet Shop Boys,So Hard,Pet Shop Boys
The Boomin' System,LL Cool J,The Boomin' System,LL Cool J
Everybody Everybody,Black Box,Everybody Everybody,Black Box
Romeo,Dino,Romeo,Dino
"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,Blaze Of Glory,Jon Bon Jovi
Heart Like A Wheel,The Human League,Heart Like A Wheel,The Human League
Suicide Blonde,INXS,Suicide Blonde,INXS
New Power Generation,Prince,New Power Generation,Prince
Praying For Time,George Michael,Praying For Time,George Michael
Each And Every Time,Sweet Sensation,Each And Every Time,Sweet Sensation
Crazy,The Boys,Crazy,The Boys
Livin' In The Light,Caron Wheeler,Livin' In The Light,Caron Wheeler
Say A Prayer,Breathe,Say A Prayer,Breathe
Rockin' Over The Beat,Technotronic,Rockin' Over The Beat,Technotronic
Me-U=Blue,Glenn Medeiros (Featuring The Stylistics),Me-U=Blue,Glenn Medeiros (Featuring The Stylistics)
Do Me!,Bell Biv DeVoe,Do Me!,Bell Biv DeVoe
Never Enough,The Cure,Never Enough,The Cure
Policy Of Truth,Depeche Mode,Policy Of Truth,Depeche Mode
Dirty Cash (Money Talks),The Adventures Of Stevie V,Dirty Cash,The Adventures Of Stevie V
Doin' The Do,Betty Boo,Doin' The Do,Betty Boo
Release Me,Wilson Phillips,Release Me,Wilson Phillips
Let's Try It Again,New Kids On The Block,Let's Try It Again,New Kids On The Block
Love Is The Ritual,Styx,Love Is The Ritual,Styx
Falling To Pieces,Faith No More,Falling To Pieces,Faith No More
Love Is A Rock,REO Speedwagon,Love Is A Rock,REO Speedwagon
Heart Of Stone,Taylor Dayne,Heart Of Stone,Taylor Dayne
Ooops Up,Snap!,Ooops Up,Snap!
"My, My, My",Johnny Gill,"My, My, My",Johnny Gill
I Don't Love You Anymore,The London Quireboys,I Don't Love You Anymore,The London Quireboys
Don't You Wanna Be Mine,Denise Lopez,Don't You Wanna Be Mine,Denise Lopez
Time For Letting Go,Jude Cole,Time For Letting Go,Jude Cole
Epic,Faith No More,Epic,Faith No More
Biscuit's In The House,Biscuit,Biscuit's In The House,Biscuit
Days Like These,Asia,Days Like These,Asia
Have You Seen Her,M.C. Hammer,Have You Seen Her,M.C. Hammer
Look Into My Eyes,George LaMond,Look Into My Eyes,George LaMond
All I'm Missing Is You,"Glenn Medeiros Featuring Ray Parker, Jr.",All I'm Missing Is You,Glenn Medeiros
Lost Soul,Bruce Hornsby & The Range With Shawn Colvin,Lost Soul,Bruce Hornsby
This Is The Right Time,Lisa Stansfield,This Is The Right Time,Lisa Stansfield
Unskinny Bop,Poison,Unskinny Bop,Poison
I'd Rather Go Blind,Sydney Youngblood,I'd Rather Go Blind,Sydney Youngblood
La Raza,Kid Frost,La Raza,Kid Frost
Soul Inspiration,Anita Baker,Soul Inspiration,Anita Baker
Same Ol' Situation (S.O.S.),Motley Crue,Same Ol' Situation,Motley Crue
Lies,En Vogue,Lies,En Vogue
Banned In The U.S.A.,Luke Featuring The 2 Live Crew,Banned In The U.S.A.,Luke
L.A. Woman,Billy Idol,L.A. Woman,Billy Idol
Can't Get Enuff,Winger,Can't Get Enuff,Winger
Vision Of Love,Mariah Carey,Vision Of Love,Mariah Carey
Thieves In The Temple,Prince,Thieves In The Temple,Prince
Slow Love,Doc Box & B. Fresh,Slow Love,Doc Box
Georgia On My Mind,Michael Bolton,Georgia On My Mind,Michael Bolton
If Wishes Came True,Sweet Sensation,If Wishes Came True,Sweet Sensation
Breakdown,Seduction,Breakdown,Seduction
"King Of Wishful Thinking (From ""Pretty Woman"")",Go West,King Of Wishful Thinking,Go West
How Much Love,Vixen,How Much Love,Vixen
Second Chance,Tyler Collins,Second Chance,Tyler Collins
Undeniable,Ms. Adventures,Undeniable,Ms. Adventures
Can't Stop Falling Into Love,Cheap Trick,Can't Stop Falling Into Love,Cheap Trick
Come Back To Me,Janet Jackson,Come Back To Me,Janet Jackson
Tonight,New Kids On The Block,Tonight,New Kids On The Block
Jealous,Gene Loves Jezebel,Jealous,Gene Loves Jezebel
Mentirosa,Mellow Man Ace,Mentirosa,Mellow Man Ace
Make You Sweat,Keith Sweat,Make You Sweat,Keith Sweat
Hold On,En Vogue,Hold On,En Vogue
Violence Of Summer (Love's Taking Over),Duran Duran,Violence Of Summer,Duran Duran
"Cradle Of Love (From ""Ford Fairlane"")",Billy Idol,Cradle Of Love,Billy Idol
Innocent,The Whispers,Innocent,The Whispers
Rub You The Right Way,Johnny Gill,Rub You The Right Way,Johnny Gill
Won't Talk About It,Beats International,Won't Talk About It,Beats International
Empty Beach,Tricia Leigh Fisher,Empty Beach,Tricia Leigh Fisher
Tell Me Something,Indecent Obsession,Tell Me Something,Indecent Obsession
Jerk Out,The Time,Jerk Out,The Time
The Power,Snap!,The Power,Snap!
Love And Emotion,Stevie B,Love And Emotion,Stevie B
Across The River,Bruce Hornsby & The Range,Across The River,Bruce Hornsby
Could This Be Love,Seduction,Could This Be Love,Seduction
We're All In the Same Gang,The West Coast Rap All-Stars,We're All In the Same Gang,The West Coast Rap All-Stars
I Wanna Get Back With You,Louie Louie,I Wanna Get Back With You,Louie Louie
Cuts Both Ways,Gloria Estefan,Cuts Both Ways,Gloria Estefan
Possession,Bad English,Possession,Bad English
First True Love,Tiana,First True Love,Tiana
All I Do Is Think Of You,Troop,All I Do Is Think Of You,Troop
I Won't Give Up On You,TKA,I Won't Give Up On You,TKA
The Girl I Used To Know,Brother Beyond,The Girl I Used To Know,Brother Beyond
When I'm Back On My Feet Again,Michael Bolton,When I'm Back On My Feet Again,Michael Bolton
The Other Side,Aerosmith,The Other Side,Aerosmith
How Bad Do You Want It?,Don Henley,How Bad Do You Want It?,Don Henley
Enjoy The Silence,Depeche Mode,Enjoy The Silence,Depeche Mode
Only Women Bleed,Favorite Angel,Only Women Bleed,Favorite Angel
I Didn't Want To Need You,Heart,I Didn't Want To Need You,Heart
"It Must Have Been Love (From ""Pretty Woman"")",Roxette,It Must Have Been Love,Roxette
